instantaneo,cod_estacao,monoxido_carbono,particulas_finas,ozonio,latitude,longitude,categoria_local,temp_k,umidade,densidade_veicular,temp_c,media_particulas_categoria_x,media_particulas_categoria_y
2024-02-07 22:00:00,3,1.6874324114269534,47.7148837671793,44.54235090540614,-23.5433,-46.622,Residencial,304.0467476122,50.2623516054,134,30.896747612200045,32.660809537973506,32.660809537973506
2024-02-03 21:50:00,2,1.2776286890307376,55.698535505769385,16.500550945431247,-23.5592,-46.641,Residencial,291.3825725928,39.5871951024,2170,18.23257259280001,32.660809537973506,32.660809537973506
2024-02-03 13:36:00,1,1.0641081995541355,28.82966479197713,37.98503530260234,-23.5505,-46.6333,Comercial,297.8667947941,60.7108843294,1145,24.716794794099997,33.27620089990331,33.27620089990331
2024-02-05 06:35:00,1,0.7703049848733905,56.638767701806,15.42469472475326,-23.5505,-46.6333,Comercial,302.2036897971,60.1148500247,76,29.05368979710005,33.27620089990331,33.27620089990331
2024-02-01 00:09:00,4,1.6542571336449508,24.422057948929783,10.568740363535234,-23.571,-46.655,Industrial,296.1710788394,35.5841829921,618,23.021078839400047,33.3637646828424,33.3637646828424
2024-02-05 18:52:00,2,1.4202708532644817,47.59513973377182,10.639487149251966,-23.5592,-46.641,Residencial,297.6727931704,64.8042236649,2507,24.522793170400007,32.660809537973506,32.660809537973506
2024-02-07 07:30:00,2,1.0538182179119149,32.39946698382546,22.691333532239103,-23.5592,-46.641,Residencial,302.9101345628,81.9787290552,1544,29.760134562800033,32.660809537973506,32.660809537973506
2024-02-04 06:25:00,2,0.3897201510714033,48.94829934896836,21.90845650139037,-23.5592,-46.641,Residencial,304.6883659262,62.0988060447,2162,31.538365926200015,32.660809537973506,32.660809537973506
2024-02-05 15:35:00,1,0.8890381008328228,33.71044286167744,28.760761725165768,-23.5505,-46.6333,Comercial,303.1158619542,60.9014080992,2720,29.965861954200022,33.27620089990331,33.27620089990331
2024-02-03 14:05:00,4,0.4630992875328069,49.7377866963691,29.792562436421036,-23.571,-46.655,Industrial,296.3401338321,30.4692740424,2196,23.190133832100003,33.3637646828424,33.3637646828424
2024-02-01 13:41:00,3,0.2592941798790137,30.961585585988846,11.198064016327224,-23.5433,-46.622,Residencial,297.7236864973,76.0980960418,2579,24.573686497300002,32.660809537973506,32.660809537973506
2024-02-01 22:24:00,1,1.1483270953346971,41.15218707855645,30.83528418638044,-23.5505,-46.6333,Comercial,293.9887334957,43.50442898,966,20.838733495700012,33.27620089990331,33.27620089990331
2024-02-04 15:23:00,2,1.1068009913303212,36.61182945913581,31.41532259241212,-23.5592,-46.641,Residencial,291.0079767045,33.7902345144,447,17.857976704500004,32.660809537973506,32.660809537973506
2024-02-03 14:03:00,4,0.5573704541833734,43.09474236763402,43.25889908420355,-23.571,-46.655,Industrial,296.3401338321,30.4692740424,2196,23.190133832100003,33.3637646828424,33.3637646828424
2024-02-06 01:53:00,4,0.724808887126862,10.050777333036375,12.86039390604141,-23.571,-46.655,Industrial,302.8459811646,81.4551524432,1371,29.695981164600028,33.3637646828424,33.3637646828424
2024-02-01 02:23:00,4,0.6485195389088476,9.912582974484598,32.359981913610376,-23.571,-46.655,Industrial,300.8018389865,58.0231797509,1098,27.651838986500024,33.3637646828424,33.3637646828424
2024-02-06 18:12:00,3,0.8202479429965948,42.6422093953054,27.24441636663772,-23.5433,-46.622,Residencial,294.5072342038,62.8023649972,1728,21.357234203800033,32.660809537973506,32.660809537973506
2024-02-05 09:51:00,1,0.6346110274215511,51.509103005688594,32.167992876770185,-23.5505,-46.6333,Comercial,297.4035198488,39.2683582686,850,24.25351984880001,33.27620089990331,33.27620089990331
2024-02-01 16:14:00,2,1.6687119908058736,38.85389766824412,28.731792293214845,-23.5592,-46.641,Residencial,304.9515066347,60.1620039967,1541,31.801506634700047,32.660809537973506,32.660809537973506
2024-02-02 22:01:00,3,1.3315254067939524,56.41428484211392,39.5303740313093,-23.5433,-46.622,Residencial,302.6008010849,47.6230760003,2455,29.450801084900036,32.660809537973506,32.660809537973506
2024-02-04 03:39:00,4,1.2216114229642656,45.15116069706537,31.34450782529872,-23.571,-46.655,Industrial,295.0902627039,82.9682383483,855,21.940262703900032,33.3637646828424,33.3637646828424
2024-02-05 07:02:00,2,1.5194724358174514,41.98745034840459,12.51012322066587,-23.5592,-46.641,Residencial,296.1304654464,68.4415971965,762,22.980465446400046,32.660809537973506,32.660809537973506
2024-02-01 17:07:00,2,0.9778703323425344,34.25271782901972,31.378815735901533,-23.5592,-46.641,Residencial,296.3084884509,37.7990798023,1324,23.158488450899995,32.660809537973506,32.660809537973506
2024-02-06 08:02:00,3,1.731681842163484,22.20686243380685,21.863749317564636,-23.5433,-46.622,Residencial,292.6414469625,62.0865820163,1072,19.49144696250005,32.660809537973506,32.660809537973506
2024-02-03 21:26:00,4,1.576369645020337,46.66058540921391,44.554520909629005,-23.571,-46.655,Industrial,301.5827334143,78.9725385327,1339,28.432733414300003,33.3637646828424,33.3637646828424
2024-02-02 18:37:00,3,1.0106300222997526,41.64313313983739,17.75335495845818,-23.5433,-46.622,Residencial,301.3118164196,40.8713432272,728,28.16181641960003,32.660809537973506,32.660809537973506
2024-02-07 03:04:00,3,1.3098797913689657,16.541874738727138,40.07415210226706,-23.5433,-46.622,Residencial,302.8562892404,71.7393634872,2024,29.706289240399997,32.660809537973506,32.660809537973506
2024-02-03 05:34:00,2,0.598190473960711,22.30000571087014,43.08685351544179,-23.5592,-46.641,Residencial,303.3720258226,49.1806849005,95,30.222025822600017,32.660809537973506,32.660809537973506
2024-02-05 08:18:00,3,0.4276861796655282,51.6272566158483,44.40211768442215,-23.5433,-46.622,Residencial,300.832592818,70.4672688574,157,27.682592818000046,32.660809537973506,32.660809537973506
2024-02-04 17:35:00,1,1.3077302560511217,55.8928900983019,28.0108274155032,-23.5505,-46.6333,Comercial,300.3852668318,77.7859844559,1139,27.235266831800004,33.27620089990331,33.27620089990331
2024-02-06 20:20:00,2,0.6851018162975738,14.567367670393969,35.98966795397435,-23.5592,-46.641,Residencial,298.1032531377,76.1953525049,1525,24.953253137700017,32.660809537973506,32.660809537973506
2024-02-06 08:41:00,3,1.5915604935039984,23.21750557858671,36.356922953053726,-23.5433,-46.622,Residencial,293.8391806285,52.4023264153,1068,20.689180628500026,32.660809537973506,32.660809537973506
2024-02-01 08:13:00,3,1.070628765185318,44.88641080179355,33.32767396433738,-23.5433,-46.622,Residencial,302.9616890208,80.397076775,1733,29.81168902080003,32.660809537973506,32.660809537973506
2024-02-06 21:30:00,1,0.821345421677497,52.036027822926506,44.160627866702896,-23.5505,-46.6333,Comercial,297.2731706316,50.8366034569,2659,24.123170631600033,33.27620089990331,33.27620089990331
2024-02-02 08:15:00,3,1.246209657937864,30.532905953297007,43.31588974903748,-23.5433,-46.622,Residencial,295.2328100293,58.6588182725,735,22.08281002930005,32.660809537973506,32.660809537973506
2024-02-04 21:32:00,4,0.8754551721472679,12.261898740640966,24.33058590514051,-23.571,-46.655,Industrial,294.661668796,39.7236278971,2748,21.511668796000038,33.3637646828424,33.3637646828424
2024-02-04 23:27:00,1,1.018442189653493,37.46923494662596,12.76929931722012,-23.5505,-46.6333,Comercial,295.5035649529,37.6348917869,2111,22.3535649529,33.27620089990331,33.27620089990331
2024-02-07 04:50:00,2,1.3304128474645809,59.871406906286914,16.33556926447323,-23.5592,-46.641,Residencial,303.3296670787,70.6096120782,2799,30.17966707870005,32.660809537973506,32.660809537973506
2024-02-01 07:31:00,2,1.6024347322183634,34.80766671824374,23.578161881734555,-23.5592,-46.641,Residencial,300.4210553322,36.7975209229,1448,27.271055332200035,32.660809537973506,32.660809537973506
2024-02-05 08:19:00,3,0.7397693184134471,56.9697586313431,24.13681888072041,-23.5433,-46.622,Residencial,300.832592818,70.4672688574,157,27.682592818000046,32.660809537973506,32.660809537973506
2024-02-06 22:11:00,1,1.4252353537141027,22.37937236439012,33.74913239288696,-23.5505,-46.6333,Comercial,302.0503801812,73.4561838751,1019,28.900380181200035,33.27620089990331,33.27620089990331
2024-02-02 11:04:00,1,0.9832847058609828,46.58954563692852,17.306750535773883,-23.5505,-46.6333,Comercial,303.8158575688,38.3099810072,1689,30.66585756880005,33.27620089990331,33.27620089990331
2024-02-05 04:03:00,2,1.5214124182276607,35.613035292256896,23.8573781644128,-23.5592,-46.641,Residencial,291.6787547001,83.2549345987,1813,18.528754700100023,32.660809537973506,32.660809537973506
2024-02-02 19:28:00,2,1.4483752106705967,43.90136454662276,32.127120514778106,-23.5592,-46.641,Residencial,292.6957799135,35.9194925746,94,19.54577991350004,32.660809537973506,32.660809537973506
2024-02-05 13:15:00,4,1.5229065460546,39.95806068657552,21.039114952467973,-23.571,-46.655,Industrial,293.0455310695,62.12643767,1963,19.89553106950001,33.3637646828424,33.3637646828424
2024-02-02 20:10:00,2,1.304764730654861,25.32700409489782,28.26334686476071,-23.5592,-46.641,Residencial,298.4592482347,50.7586671732,2210,25.30924823470002,32.660809537973506,32.660809537973506
2024-02-01 08:45:00,4,0.8429525205042181,38.21524904233423,27.838489476291453,-23.571,-46.655,Industrial,292.3162700394,35.8084365936,1166,19.166270039400047,33.3637646828424,33.3637646828424
2024-02-03 00:30:00,3,0.7636049275487642,31.31035093486977,29.71936492802445,-23.5433,-46.622,Residencial,303.1755255703,82.8442720029,1146,30.025525570300033,32.660809537973506,32.660809537973506
2024-02-07 18:45:00,1,1.0614628843229716,45.56003573893748,27.909634439662284,-23.5505,-46.6333,Comercial,292.2358679722,35.2398179322,2913,19.08586797220005,33.27620089990331,33.27620089990331
2024-02-05 09:26:00,2,1.7375698464652716,41.62523750492635,43.13940048872331,-23.5592,-46.641,Residencial,293.0661634399,32.3165237144,110,19.916163439900004,32.660809537973506,32.660809537973506
2024-02-01 17:47:00,1,0.6524649213864282,58.51399299629018,17.077573680196338,-23.5505,-46.6333,Comercial,301.2669656236,59.1027397088,570,28.116965623600038,33.27620089990331,33.27620089990331
2024-02-01 19:47:00,2,1.3815694652612067,18.6241728702051,20.808733772648253,-23.5592,-46.641,Residencial,291.851649043,75.498029415,1019,18.70164904300003,32.660809537973506,32.660809537973506
2024-02-04 15:29:00,2,0.870879924299427,42.36309142839009,24.125477291081975,-23.5592,-46.641,Residencial,291.0079767045,33.7902345144,447,17.857976704500004,32.660809537973506,32.660809537973506
2024-02-01 03:03:00,3,0.5463892686253184,13.821599642878212,40.57946112037611,-23.5433,-46.622,Residencial,296.1754656007,82.6108094893,1447,23.025465600700045,32.660809537973506,32.660809537973506
2024-02-04 16:54:00,1,1.4619151275910802,5.248421767392677,42.87501602867669,-23.5505,-46.6333,Comercial,291.6922611958,63.3112950816,1344,18.542261195799995,33.27620089990331,33.27620089990331
2024-02-05 21:18:00,4,0.6360095705305141,57.70302519551559,38.57966437500075,-23.571,-46.655,Industrial,296.2469799854,35.7236421171,2044,23.096979985400026,33.3637646828424,33.3637646828424
2024-02-05 17:42:00,4,0.6057633777592962,35.869649025744906,27.37725279692706,-23.571,-46.655,Industrial,297.8632433906,66.3120812941,2276,24.71324339060004,33.3637646828424,33.3637646828424
2024-02-03 18:29:00,3,1.5187115425645112,48.221333500590205,22.13836112595293,-23.5433,-46.622,Residencial,297.1617930329,46.9848945403,177,24.011793032900016,32.660809537973506,32.660809537973506
2024-02-02 04:50:00,1,1.086403243099377,9.57784619510347,35.19274954633218,-23.5505,-46.6333,Comercial,299.5583558842,52.9167513023,1859,26.408355884200034,33.27620089990331,33.27620089990331
2024-02-07 13:17:00,2,1.4055169632946298,6.465779416916322,24.68200006088161,-23.5592,-46.641,Residencial,300.4017443309,38.6805104703,1284,27.25174433090001,32.660809537973506,32.660809537973506
2024-02-04 14:58:00,4,1.3668699066426893,57.51744061789746,44.63225555203183,-23.571,-46.655,Industrial,298.8570192483,56.974382755,1244,25.707019248300014,33.3637646828424,33.3637646828424
2024-02-07 11:16:00,2,1.091463807037221,25.36825875726954,32.8875198243958,-23.5592,-46.641,Residencial,303.8418677475,53.8917966852,1420,30.691867747499998,32.660809537973506,32.660809537973506
2024-02-07 09:19:00,4,1.817940387775991,34.56913785413385,43.70690449176458,-23.571,-46.655,Industrial,301.0866745776,81.65934665,1933,27.9366745776,33.3637646828424,33.3637646828424
2024-02-03 00:09:00,1,1.3311451866504518,51.872857686975706,42.86678315365521,-23.5505,-46.6333,Comercial,295.2462621197,42.9419194947,182,22.096262119700043,33.27620089990331,33.27620089990331
2024-02-05 06:39:00,4,1.7072565213371904,47.75832934187283,36.01589548200879,-23.571,-46.655,Industrial,302.2036897971,60.1148500247,76,29.05368979710005,33.3637646828424,33.3637646828424
2024-02-01 13:21:00,1,-0.1502013228175858,10.698416015995772,32.80900820702344,-23.5505,-46.6333,Comercial,304.0865630868,68.7322352973,567,30.93656308680005,33.27620089990331,33.27620089990331
2024-02-01 14:56:00,3,1.287097089354157,16.95479580680726,34.25724116676625,-23.5433,-46.622,Residencial,296.2808639404,40.9089939432,483,23.130863940400047,32.660809537973506,32.660809537973506
2024-02-01 11:03:00,3,1.14176984832667,31.121687836328405,19.12341709978816,-23.5433,-46.622,Residencial,293.9670778484,51.8832658066,2405,20.817077848400004,32.660809537973506,32.660809537973506
2024-02-02 05:04:00,4,0.6442675718614254,20.7053121762156,30.570154572147032,-23.571,-46.655,Industrial,302.1664163965,52.4680712113,1358,29.016416396500006,33.3637646828424,33.3637646828424
2024-02-01 18:22:00,2,1.650863808814556,5.685359967928068,44.16004253485855,-23.5592,-46.641,Residencial,297.048343867,81.937582249,1522,23.89834386700005,32.660809537973506,32.660809537973506
2024-02-01 22:41:00,2,1.822442907685852,45.023017144924125,27.04170944792345,-23.5592,-46.641,Residencial,292.2585560184,33.671054373,1046,19.10855601840001,32.660809537973506,32.660809537973506
2024-02-02 18:57:00,3,0.317431811529085,26.078231480880863,39.82936950842473,-23.5433,-46.622,Residencial,301.3118164196,40.8713432272,728,28.16181641960003,32.660809537973506,32.660809537973506
2024-02-05 05:05:00,3,1.5412934574968524,43.26897418439627,10.26306130818882,-23.5433,-46.622,Residencial,297.8423502557,37.3404648617,2099,24.692350255700035,32.660809537973506,32.660809537973506
2024-02-07 11:11:00,4,1.5527567832674116,35.016375193631234,24.578430104185088,-23.571,-46.655,Industrial,303.8418677475,53.8917966852,1420,30.691867747499998,33.3637646828424,33.3637646828424
2024-02-05 15:46:00,1,0.9974243506137608,38.627215983354205,19.119189591633024,-23.5505,-46.6333,Comercial,303.1158619542,60.9014080992,2720,29.965861954200022,33.27620089990331,33.27620089990331
2024-02-06 18:41:00,2,0.5674632499755837,47.77063891674276,15.596714271000568,-23.5592,-46.641,Residencial,304.1783519289,53.2397215348,2384,31.02835192890001,32.660809537973506,32.660809537973506
2024-02-05 04:48:00,3,0.2911153648634917,40.47765363056291,34.80485232412087,-23.5433,-46.622,Residencial,293.1563933336,34.9389296683,1661,20.006393333600045,32.660809537973506,32.660809537973506
2024-02-05 00:24:00,1,0.7991809469652638,12.999273307615764,42.40782775209492,-23.5505,-46.6333,Comercial,300.4564991528,43.6208939881,506,27.30649915280003,33.27620089990331,33.27620089990331
2024-02-07 18:03:00,4,1.2467455548497643,42.31565306671358,20.852095988082823,-23.571,-46.655,Industrial,298.1372040108,68.8002535485,1637,24.987204010800042,33.3637646828424,33.3637646828424
2024-02-06 17:55:00,4,0.4701558052493967,38.90885231139251,32.99706587146341,-23.571,-46.655,Industrial,297.4260579213,80.2258416589,927,24.276057921300037,33.3637646828424,33.3637646828424
2024-02-07 07:04:00,3,1.8970521778422385,50.78997399083132,28.9798763202679,-23.5433,-46.622,Residencial,301.6107420621,31.6199605781,2303,28.460742062099996,32.660809537973506,32.660809537973506
2024-02-01 21:51:00,3,0.923158220218756,37.78985410482867,22.02816110277656,-23.5433,-46.622,Residencial,299.1095251935,62.4255805359,2438,25.959525193500042,32.660809537973506,32.660809537973506
2024-02-04 13:09:00,2,1.940750323406804,21.54020029099958,21.21307460543732,-23.5592,-46.641,Residencial,296.8730701189,41.8765054464,1658,23.72307011890001,32.660809537973506,32.660809537973506
2024-02-01 19:06:00,3,0.9832382128632046,17.699477220478588,44.55634818638551,-23.5433,-46.622,Residencial,303.6602432761,82.160981957,542,30.510243276100027,32.660809537973506,32.660809537973506
2024-02-01 08:08:00,2,1.160624528486378,29.193260281015892,41.32598317704971,-23.5592,-46.641,Residencial,302.9616890208,80.397076775,1733,29.81168902080003,32.660809537973506,32.660809537973506
2024-02-04 17:42:00,1,1.5733594184623994,45.44286582383359,36.7421602352808,-23.5505,-46.6333,Comercial,300.3852668318,77.7859844559,1139,27.235266831800004,33.27620089990331,33.27620089990331
2024-02-02 16:04:00,4,0.6500368231626897,30.93612249699272,43.81220329714985,-23.571,-46.655,Industrial,292.9471249208,45.1347291395,1377,19.7971249208,33.3637646828424,33.3637646828424
2024-02-02 23:49:00,4,1.86709653045487,13.306455773363346,10.26026008560946,-23.571,-46.655,Industrial,292.9826169172,38.6617951289,2956,19.832616917200028,33.3637646828424,33.3637646828424
2024-02-06 23:06:00,2,0.9908961407562504,51.60233332230565,10.876987898985137,-23.5592,-46.641,Residencial,293.538715181,58.0486458259,1122,20.38871518100001,32.660809537973506,32.660809537973506
2024-02-01 20:36:00,3,1.1656162050716998,56.8211720737129,26.89841258207177,-23.5433,-46.622,Residencial,296.2038478567,41.4618877719,2928,23.05384785670003,32.660809537973506,32.660809537973506
2024-02-07 16:07:00,4,1.1179820714431978,39.35157621669513,40.696327670725466,-23.571,-46.655,Industrial,294.3791906099,48.892983046,2084,21.2291906099,33.3637646828424,33.3637646828424
2024-02-04 23:54:00,4,1.5336015640982033,42.726293078866014,27.488449465560976,-23.571,-46.655,Industrial,292.9488914277,57.0196758496,296,19.798891427700028,33.3637646828424,33.3637646828424
2024-02-05 16:44:00,3,0.1898640442110508,22.233846517141277,43.95744082000814,-23.5433,-46.622,Residencial,299.516157866,35.0231530392,993,26.366157866000037,32.660809537973506,32.660809537973506
2024-02-06 00:13:00,4,1.326944427036299,51.18341793977393,29.660631014567358,-23.571,-46.655,Industrial,298.8217524354,68.6597174286,1592,25.671752435400037,33.3637646828424,33.3637646828424
2024-02-02 16:17:00,4,1.4443532081566928,41.471701504250426,32.74170511563135,-23.571,-46.655,Industrial,292.9471249208,45.1347291395,1377,19.7971249208,33.3637646828424,33.3637646828424
2024-02-04 04:11:00,4,0.4049909874454702,22.23620604305331,33.53122340696014,-23.571,-46.655,Industrial,292.7874425398,81.5359013882,1149,19.63744253980002,33.3637646828424,33.3637646828424
2024-02-05 00:58:00,3,0.577555095215431,43.52529794640944,13.302612240145171,-23.5433,-46.622,Residencial,303.2724419355,68.3656342885,784,30.122441935500035,32.660809537973506,32.660809537973506
2024-02-05 00:43:00,1,1.24295730873129,10.288100138109607,10.701453078618824,-23.5505,-46.6333,Comercial,303.2724419355,68.3656342885,784,30.122441935500035,33.27620089990331,33.27620089990331
2024-02-04 22:23:00,2,1.5325385884889384,33.697311991907824,37.9421292350019,-23.5592,-46.641,Residencial,301.8456893682,48.511160132,1110,28.69568936820002,32.660809537973506,32.660809537973506
2024-02-01 00:16:00,1,1.7067982131375,29.69338525772227,13.01918616741746,-23.5505,-46.6333,Comercial,296.1710788394,35.5841829921,618,23.021078839400047,33.27620089990331,33.27620089990331
2024-02-07 00:19:00,3,1.6570547132403963,57.73281745752459,27.97476530703696,-23.5433,-46.622,Residencial,302.8137818602,42.4933322069,1659,29.663781860200004,32.660809537973506,32.660809537973506
2024-02-03 17:52:00,4,0.7923068310384278,43.40678160320258,21.062103064205445,-23.571,-46.655,Industrial,304.5020359294,74.43941314,1412,31.352035929400017,33.3637646828424,33.3637646828424
2024-02-03 07:59:00,2,0.5996135200824689,31.927398529476665,20.14540562110661,-23.5592,-46.641,Residencial,291.2893948745,73.4779548163,2862,18.1393948745,32.660809537973506,32.660809537973506
2024-02-01 22:54:00,3,1.1056460494277107,40.64287643078512,10.366512003473808,-23.5433,-46.622,Residencial,292.2585560184,33.671054373,1046,19.10855601840001,32.660809537973506,32.660809537973506
2024-02-07 13:08:00,2,0.8083443324360193,19.51393088501716,39.88190896545247,-23.5592,-46.641,Residencial,300.4017443309,38.6805104703,1284,27.25174433090001,32.660809537973506,32.660809537973506
2024-02-06 11:55:00,3,0.4551223535315716,12.336639571218772,31.42022300876997,-23.5433,-46.622,Residencial,299.2429749086,79.546179222,2110,26.092974908600013,32.660809537973506,32.660809537973506
2024-02-04 21:28:00,1,0.4921355874685793,53.73235512404873,38.181267028230266,-23.5505,-46.6333,Comercial,299.3260312803,64.4039149794,472,26.176031280300037,33.27620089990331,33.27620089990331
2024-02-06 22:39:00,2,1.2709981410801765,26.21923044479649,21.66700960016869,-23.5592,-46.641,Residencial,295.3078043129,35.8908029146,322,22.157804312899998,32.660809537973506,32.660809537973506
2024-02-02 08:14:00,3,1.0424789517408064,21.287351233462694,16.678573295788667,-23.5433,-46.622,Residencial,295.2328100293,58.6588182725,735,22.08281002930005,32.660809537973506,32.660809537973506
2024-02-06 00:54:00,2,0.8488756928917782,32.80656105431656,40.032437577628485,-23.5592,-46.641,Residencial,304.1123205879,84.1636586935,252,30.962320587900024,32.660809537973506,32.660809537973506
2024-02-06 14:40:00,1,1.6501457157711923,43.485257814845575,42.128499430688414,-23.5505,-46.6333,Comercial,291.4288467212,33.4015030253,2648,18.27884672120001,33.27620089990331,33.27620089990331
2024-02-05 03:22:00,3,0.089622826548003,41.68075579696812,18.16619178037008,-23.5433,-46.622,Residencial,300.9047250146,42.6952365231,1696,27.754725014600012,32.660809537973506,32.660809537973506
2024-02-07 17:12:00,1,0.3058254515300773,51.22158392569885,29.529826690624237,-23.5505,-46.6333,Comercial,291.8854699461,59.6331385633,2297,18.73546994610001,33.27620089990331,33.27620089990331
2024-02-04 22:47:00,2,0.9075436297407928,5.983589282983325,22.285217394646864,-23.5592,-46.641,Residencial,304.4778983305,72.9822420112,1689,31.327898330500034,32.660809537973506,32.660809537973506
